Sexo;Comunidades;Edad;Periodo;Total
Hombres;Total Nacional;Total;2014T2;23,7
Hombres;Total Nacional;Total;2014T1;25,37
Hombres;Total Nacional;Total;2013T4;25,04
Hombres;Total Nacional;Total;2013T3;25,19
Hombres;Total Nacional;Total;2013T2;25,5
Hombres;Total Nacional;Total;2013T1;26,66
Hombres;Total Nacional;Total;2012T4;25,4
Hombres;Total Nacional;Total;2012T3;24,54
Hombres;Total Nacional;Total;2012T2;24,43
Hombres;Total Nacional;Total;2012T1;23,96
Hombres;Total Nacional;Total;2011T4;22,26
Hombres;Total Nacional;Total;2011T3;20,9
Hombres;Total Nacional;Total;2011T2;20,42
Hombres;Total Nacional;Total;2011T1;20,6
Hombres;Total Nacional;Total;2010T4;19,8
Hombres;Total Nacional;Total;2010T3;19,12
Hombres;Total Nacional;Total;2010T2;19,56
Hombres;Total Nacional;Total;2010T1;19,8
Hombres;Total Nacional;Total;2009T4;18,56
Hombres;Total Nacional;Total;2009T3;17,62
Hombres;Total Nacional;Total;2009T2;17,56
Hombres;Total Nacional;Total;2009T1;16,85
Hombres;01 AndalucÌa;Total;2020T1;17,92
Hombres;01 AndalucÌa;Total;2019T4;17,82
Hombres;01 AndalucÌa;Total;2019T3;18,35
Hombres;01 AndalucÌa;Total;2019T2;17,67
Hombres;01 AndalucÌa;Total;2019T1;17,49
Hombres;01 AndalucÌa;Total;2018T4;17,92
Hombres;01 AndalucÌa;Total;2018T3;19,41
Hombres;01 AndalucÌa;Total;2018T2;20,15
Hombres;01 AndalucÌa;Total;2018T1;21,55
Hombres;01 AndalucÌa;Total;2017T4;21,63
Hombres;01 AndalucÌa;Total;2017T3;22,61
Hombres;01 AndalucÌa;Total;2017T2;23,29
Hombres;01 AndalucÌa;Total;2017T1;24,22
Hombres;01 AndalucÌa;Total;2016T4;25,7
Hombres;01 AndalucÌa;Total;2016T3;25,59
Hombres;01 AndalucÌa;Total;2016T2;26,66
Hombres;01 AndalucÌa;Total;2016T1;26,85
Hombres;01 AndalucÌa;Total;2015T4;27,29
Hombres;01 AndalucÌa;Total;2015T3;29,5
Hombres;01 AndalucÌa;Total;2015T2;28,65
Hombres;01 AndalucÌa;Total;2015T1;30,89
Hombres;01 AndalucÌa;Total;2014T4;31,67
Hombres;01 AndalucÌa;Total;2014T3;32,84
Hombres;01 AndalucÌa;Total;2014T2;32,92
Hombres;01 AndalucÌa;Total;2014T1;33,39
Hombres;01 AndalucÌa;Total;2013T4;34,08
Hombres;01 AndalucÌa;Total;2013T3;34,75
Hombres;01 AndalucÌa;Total;2013T2;34,55
Hombres;01 AndalucÌa;Total;2013T1;35,73
Hombres;01 AndalucÌa;Total;2012T4;34,26
Hombres;01 AndalucÌa;Total;2012T3;34,7
Hombres;01 AndalucÌa;Total;2012T2;33,15
Hombres;01 AndalucÌa;Total;2012T1;31,58
Hombres;01 AndalucÌa;Total;2011T4;29,7
Hombres;01 AndalucÌa;Total;2011T3;29,18
Hombres;01 AndalucÌa;Total;2011T2;28,1
Hombres;01 AndalucÌa;Total;2011T1;27,77
Hombres;01 AndalucÌa;Total;2010T4;26,54
Hombres;01 AndalucÌa;Total;2010T3;26,82
Hombres;01 AndalucÌa;Total;2010T2;26,81
Hombres;01 AndalucÌa;Total;2010T1;26,6
Hombres;01 AndalucÌa;Total;2009T4;25,36
Hombres;01 AndalucÌa;Total;2009T3;24,54
Hombres;01 AndalucÌa;Total;2009T2;23,87
Hombres;01 AndalucÌa;Total;2009T1;22,45
Hombres;02 AragÛn;Total;2020T1;9,69
Hombres;02 AragÛn;Total;2019T4;8,7
Hombres;02 AragÛn;Total;2019T3;8,67
Hombres;02 AragÛn;Total;2019T2;8,62
Hombres;02 AragÛn;Total;2019T1;9,2
Hombres;02 AragÛn;Total;2018T4;9,88
Hombres;02 AragÛn;Total;2018T3;7,85
Hombres;02 AragÛn;Total;2018T2;8,94
Hombres;02 AragÛn;Total;2018T1;10,66
Hombres;02 AragÛn;Total;2017T4;8,79
Hombres;02 AragÛn;Total;2017T3;8,18
Hombres;02 AragÛn;Total;2017T2;8,25
Hombres;02 AragÛn;Total;2017T1;10,87
Hombres;02 AragÛn;Total;2016T4;11,45
Hombres;02 AragÛn;Total;2016T3;12,33
Hombres;02 AragÛn;Total;2016T2;12,56
Hombres;02 AragÛn;Total;2016T1;12,1
Hombres;02 AragÛn;Total;2015T4;11,77
Hombres;02 AragÛn;Total;2015T3;12,39
Hombres;02 AragÛn;Total;2015T2;13,5
Hombres;02 AragÛn;Total;2015T1;15,5
Hombres;02 AragÛn;Total;2014T4;15,46
Hombres;02 AragÛn;Total;2014T3;16,11
Hombres;02 AragÛn;Total;2014T2;19,77
Hombres;02 AragÛn;Total;2014T1;21,67
Hombres;02 AragÛn;Total;2013T4;20,01
Hombres;02 AragÛn;Total;2013T3;19,45
Hombres;02 AragÛn;Total;2013T2;19,75
Hombres;02 AragÛn;Total;2013T1;22,06
Hombres;02 AragÛn;Total;2012T4;16,79
Hombres;02 AragÛn;Total;2012T3;18,09
Hombres;02 AragÛn;Total;2012T2;18,16
Hombres;02 AragÛn;Total;2012T1;17,91
Hombres;02 AragÛn;Total;2011T4;17,01
Hombres;02 AragÛn;Total;2011T3;15,5
Hombres;02 AragÛn;Total;2011T2;17,11
Hombres;02 AragÛn;Total;2011T1;17,9
Hombres;02 AragÛn;Total;2010T4;15,54
Hombres;02 AragÛn;Total;2010T3;13,62
Hombres;02 AragÛn;Total;2010T2;13,39
Hombres;02 AragÛn;Total;2010T1;14,22
Hombres;02 AragÛn;Total;2009T4;14,25
Hombres;02 AragÛn;Total;2009T3;12,02
Hombres;02 AragÛn;Total;2009T2;13,8
Hombres;02 AragÛn;Total;2009T1;13,57
Hombres;03 Asturias, Principado de;Total;2020T1;13,83
Hombres;03 Asturias, Principado de;Total;2019T4;12,71
Hombres;03 Asturias, Principado de;Total;2019T3;14,17
Hombres;03 Asturias, Principado de;Total;2019T2;12,35
Hombres;03 Asturias, Principado de;Total;2019T1;13,97
Hombres;03 Asturias, Principado de;Total;2018T4;11,55
Hombres;03 Asturias, Principado de;Total;2018T3;13,03
Hombres;03 Asturias, Principado de;Total;2018T2;10,82
Hombres;03 Asturias, Principado de;Total;2018T1;14,05
Hombres;03 Asturias, Principado de;Total;2017T4;13,99
Hombres;03 Asturias, Principado de;Total;2017T3;13,94
Hombres;03 Asturias, Principado de;Total;2017T2;12,3
Hombres;03 Asturias, Principado de;Total;2017T1;13,81
Hombres;03 Asturias, Principado de;Total;2016T4;14,96
Hombres;03 Asturias, Principado de;Total;2016T3;18,89
Hombres;03 Asturias, Principado de;Total;2016T2;21,32
Hombres;03 Asturias, Principado de;Total;2016T1;20,07
Hombres;03 Asturias, Principado de;Total;2015T4;21,03
Hombres;03 Asturias, Principado de;Total;2015T3;17,5
Hombres;03 Asturias, Principado de;Total;2015T2;21,43
Hombres;03 Asturias, Principado de;Total;2015T1;18,41
Hombres;03 Asturias, Principado de;Total;2014T4;20,34
Hombres;03 Asturias, Principado de;Total;2014T3;18,52
Hombres;03 Asturias, Principado de;Total;2014T2;20,15
Hombres;03 Asturias, Principado de;Total;2014T1;21,56
Hombres;03 Asturias, Principado de;Total;2013T4;21,36
Hombres;03 Asturias, Principado de;Total;2013T3;23,54
Hombres;03 Asturias, Principado de;Total;2013T2;25,42
Hombres;03 Asturias, Principado de;Total;2013T1;25,36
Hombres;03 Asturias, Principado de;Total;2012T4;23,63
Hombres;03 Asturias, Principado de;Total;2012T3;22,1
Hombres;03 Asturias, Principado de;Total;2012T2;21,4
Hombres;03 Asturias, Principado de;Total;2012T1;20,44
Hombres;03 Asturias, Principado de;Total;2011T4;19,95
Hombres;03 Asturias, Principado de;Total;2011T3;17,83
Hombres;03 Asturias, Principado de;Total;2011T2;17,81
Hombres;03 Asturias, Principado de;Total;2011T1;17,66
Hombres;03 Asturias, Principado de;Total;2010T4;15,53
Hombres;03 Asturias, Principado de;Total;2010T3;13,33
Hombres;03 Asturias, Principado de;Total;2010T2;15,59
Hombres;03 Asturias, Principado de;Total;2010T1;16,18
Hombres;03 Asturias, Principado de;Total;2009T4;13,4
Hombres;03 Asturias, Principado de;Total;2009T3;12,84
Hombres;03 Asturias, Principado de;Total;2009T2;13,09
Hombres;03 Asturias, Principado de;Total;2009T1;11,28
Hombres;04 Balears, Illes;Total;2020T1;14,57
Hombres;04 Balears, Illes;Total;2019T4;9,43
Hombres;04 Balears, Illes;Total;2019T3;8
Hombres;04 Balears, Illes;Total;2019T2;9,2
Hombres;04 Balears, Illes;Total;2019T1;14,74
Hombres;04 Balears, Illes;Total;2018T4;11,38
Hombres;04 Balears, Illes;Total;2018T3;7,52
Hombres;04 Balears, Illes;Total;2018T2;11,2
Hombres;04 Balears, Illes;Total;2018T1;18,45
Hombres;04 Balears, Illes;Total;2017T4;13,77
Hombres;04 Balears, Illes;Total;2017T3;9,33
Hombres;04 Balears, Illes;Total;2017T2;10,97
Hombres;04 Balears, Illes;Total;2017T1;15,79
Hombres;04 Balears, Illes;Total;2016T4;12,95
Hombres;04 Balears, Illes;Total;2016T3;10,37
Hombres;04 Balears, Illes;Total;2016T2;11,98
Hombres;04 Balears, Illes;Total;2016T1;18,58
Hombres;04 Balears, Illes;Total;2015T4;17,28
Hombres;04 Balears, Illes;Total;2015T3;15,43
Hombres;04 Balears, Illes;Total;2015T2;15,3
Hombres;04 Balears, Illes;Total;2015T1;21,65
Hombres;04 Balears, Illes;Total;2014T4;19,92
Hombres;04 Balears, Illes;Total;2014T3;17,55
Hombres;04 Balears, Illes;Total;2014T2;20,55
Hombres;04 Balears, Illes;Total;2014T1;27,97
Hombres;04 Balears, Illes;Total;2013T4;24,34
Hombres;04 Balears, Illes;Total;2013T3;17,48
Hombres;04 Balears, Illes;Total;2013T2;20,51
Hombres;04 Balears, Illes;Total;2013T1;28,02
Hombres;04 Balears, Illes;Total;2012T4;24,29
Hombres;04 Balears, Illes;Total;2012T3;19,1
Hombres;04 Balears, Illes;Total;2012T2;19,65
Hombres;04 Balears, Illes;Total;2012T1;26,89
Hombres;04 Balears, Illes;Total;2011T4;25,79
Hombres;04 Balears, Illes;Total;2011T3;19,62
Hombres;04 Balears, Illes;Total;2011T2;20,37
Hombres;04 Balears, Illes;Total;2011T1;23,77
Hombres;04 Balears, Illes;Total;2010T4;22,9
Hombres;04 Balears, Illes;Total;2010T3;18,36
Hombres;04 Balears, Illes;Total;2010T2;20,01
Hombres;04 Balears, Illes;Total;2010T1;22,04
Hombres;04 Balears, Illes;Total;2009T4;20,8
Hombres;04 Balears, Illes;Total;2009T3;17,89
Hombres;04 Balears, Illes;Total;2009T2;19,52
Hombres;04 Balears, Illes;Total;2009T1;18,8
Hombres;05 Canarias;Total;2020T1;17,83
Hombres;05 Canarias;Total;2019T4;17,47
Hombres;05 Canarias;Total;2019T3;18,77
Hombres;05 Canarias;Total;2019T2;20,54
Hombres;05 Canarias;Total;2019T1;20,46
Hombres;05 Canarias;Total;2018T4;19,22
Hombres;05 Canarias;Total;2018T3;19,16
Hombres;05 Canarias;Total;2018T2;18,03
Hombres;05 Canarias;Total;2018T1;19,18
Hombres;05 Canarias;Total;2017T4;20,02
Hombres;05 Canarias;Total;2017T3;18,38
Hombres;05 Canarias;Total;2017T2;22,12
Hombres;05 Canarias;Total;2017T1;24,47
Hombres;05 Canarias;Total;2016T4;23,45
Hombres;05 Canarias;Total;2016T3;24,35
Hombres;05 Canarias;Total;2016T2;25,46
Hombres;05 Canarias;Total;2016T1;24,25
Hombres;05 Canarias;Total;2015T4;25,92
Hombres;05 Canarias;Total;2015T3;26,08
Hombres;05 Canarias;Total;2015T2;29,48
Hombres;05 Canarias;Total;2015T1;30,07
Hombres;05 Canarias;Total;2014T4;30,08
Hombres;05 Canarias;Total;2014T3;32,49
Hombres;05 Canarias;Total;2014T2;31,68
Hombres;05 Canarias;Total;2014T1;33,01
Hombres;05 Canarias;Total;2013T4;34,22
Hombres;05 Canarias;Total;2013T3;35,65
Hombres;05 Canarias;Total;2013T2;33,33
Hombres;05 Canarias;Total;2013T1;34,16
Hombres;05 Canarias;Total;2012T4;32,91
Hombres;05 Canarias;Total;2012T3;32,67
Hombres;05 Canarias;Total;2012T2;32,05
Hombres;05 Canarias;Total;2012T1;30,14
Hombres;05 Canarias;Total;2011T4;30,01
Hombres;05 Canarias;Total;2011T3;28,86
Hombres;05 Canarias;Total;2011T2;29,81
Hombres;05 Canarias;Total;2011T1;28,94
Hombres;05 Canarias;Total;2010T4;29,87
Hombres;05 Canarias;Total;2010T3;29,11
Hombres;05 Canarias;Total;2010T2;29,92
Hombres;05 Canarias;Total;2010T1;27,71
Hombres;05 Canarias;Total;2009T4;26,96
Hombres;05 Canarias;Total;2009T3;24,99
Hombres;05 Canarias;Total;2009T2;24,9
Hombres;05 Canarias;Total;2009T1;25,46
Hombres;06 Cantabria;Total;2020T1;10,47
Hombres;06 Cantabria;Total;2019T4;10,32
Hombres;06 Cantabria;Total;2019T3;8,13
Hombres;06 Cantabria;Total;2019T2;8,82
Hombres;06 Cantabria;Total;2019T1;11,3
Hombres;06 Cantabria;Total;2018T4;8,35
Hombres;06 Cantabria;Total;2018T3;7,89
Hombres;06 Cantabria;Total;2018T2;9,81
Hombres;06 Cantabria;Total;2018T1;10,82
Hombres;06 Cantabria;Total;2017T4;13,05
Hombres;06 Cantabria;Total;2017T3;12,63
Hombres;06 Cantabria;Total;2017T2;13,66
Hombres;06 Cantabria;Total;2017T1;13,61
Hombres;06 Cantabria;Total;2016T4;12,62
Hombres;06 Cantabria;Total;2016T3;12,06
Hombres;06 Cantabria;Total;2016T2;14,17
Hombres;06 Cantabria;Total;2016T1;18,55
Hombres;06 Cantabria;Total;2015T4;17,16
Hombres;06 Cantabria;Total;2015T3;16,13
Hombres;06 Cantabria;Total;2015T2;16,13
Hombres;06 Cantabria;Total;2015T1;16,46
Hombres;06 Cantabria;Total;2014T4;19,29
Hombres;06 Cantabria;Total;2014T3;19,68
Hombres;06 Cantabria;Total;2014T2;19,88
Hombres;06 Cantabria;Total;2014T1;21,34
Hombres;06 Cantabria;Total;2013T4;18,52
Hombres;06 Cantabria;Total;2013T3;19,4
Hombres;06 Cantabria;Total;2013T2;21,66
Hombres;06 Cantabria;Total;2013T1;20,91
Hombres;06 Cantabria;Total;2012T4;19,23
Hombres;06 Cantabria;Total;2012T3;16,71
Hombres;06 Cantabria;Total;2012T2;18,48
Hombres;06 Cantabria;Total;2012T1;18,07
Hombres;06 Cantabria;Total;2011T4;16,12
Hombres;06 Cantabria;Total;2011T3;14,82
Hombres;06 Cantabria;Total;2011T2;16,34
Hombres;06 Cantabria;Total;2011T1;17,12
Hombres;06 Cantabria;Total;2010T4;13,12
Hombres;06 Cantabria;Total;2010T3;11,81
Hombres;06 Cantabria;Total;2010T2;12,7
Hombres;06 Cantabria;Total;2010T1;13,03
Hombres;06 Cantabria;Total;2009T4;12,53
Hombres;06 Cantabria;Total;2009T3;10,32
Hombres;06 Cantabria;Total;2009T2;10,74
Hombres;06 Cantabria;Total;2009T1;12,61
Hombres;07 Castilla y LeÛn;Total;2020T1;10,74
Hombres;07 Castilla y LeÛn;Total;2019T4;9,71
Hombres;07 Castilla y LeÛn;Total;2019T3;9,66
Hombres;07 Castilla y LeÛn;Total;2019T2;9,99
Hombres;07 Castilla y LeÛn;Total;2019T1;10,73
Hombres;07 Castilla y LeÛn;Total;2018T4;9,78
Hombres;07 Castilla y LeÛn;Total;2018T3;10,04
Hombres;07 Castilla y LeÛn;Total;2018T2;9,97
Hombres;07 Castilla y LeÛn;Total;2018T1;11,65
Hombres;07 Castilla y LeÛn;Total;2017T4;11,29
Hombres;07 Castilla y LeÛn;Total;2017T3;10,39
Hombres;07 Castilla y LeÛn;Total;2017T2;12,62
Hombres;07 Castilla y LeÛn;Total;2017T1;13,68
Hombres;07 Castilla y LeÛn;Total;2016T4;13,27
Hombres;07 Castilla y LeÛn;Total;2016T3;11,78
Hombres;07 Castilla y LeÛn;Total;2016T2;14,68
Hombres;07 Castilla y LeÛn;Total;2016T1;16,77
Hombres;07 Castilla y LeÛn;Total;2015T4;14,96
Hombres;07 Castilla y LeÛn;Total;2015T3;14,5
Hombres;07 Castilla y LeÛn;Total;2015T2;16,13
Hombres;07 Castilla y LeÛn;Total;2015T1;18,27
Hombres;07 Castilla y LeÛn;Total;2014T4;18,24
Hombres;07 Castilla y LeÛn;Total;2014T3;17,4
Hombres;07 Castilla y LeÛn;Total;2014T2;20,14
Hombres;07 Castilla y LeÛn;Total;2014T1;21,02
Hombres;07 Castilla y LeÛn;Total;2013T4;20,8
Hombres;07 Castilla y LeÛn;Total;2013T3;18,81
Hombres;07 Castilla y LeÛn;Total;2013T2;19,47
Hombres;07 Castilla y LeÛn;Total;2013T1;21,68
Hombres;07 Castilla y LeÛn;Total;2012T4;19,23
Hombres;07 Castilla y LeÛn;Total;2012T3;17,06
Hombres;07 Castilla y LeÛn;Total;2012T2;17,97
Hombres;07 Castilla y LeÛn;Total;2012T1;17,9
Hombres;07 Castilla y LeÛn;Total;2011T4;15,84
Hombres;07 Castilla y LeÛn;Total;2011T3;15,28
Hombres;07 Castilla y LeÛn;Total;2011T2;15,46
Hombres;07 Castilla y LeÛn;Total;2011T1;16,19
Hombres;07 Castilla y LeÛn;Total;2010T4;14,43
Hombres;07 Castilla y LeÛn;Total;2010T3;13,42
Hombres;07 Castilla y LeÛn;Total;2010T2;14,17
Hombres;07 Castilla y LeÛn;Total;2010T1;14,88
Hombres;07 Castilla y LeÛn;Total;2009T4;12,55
Hombres;07 Castilla y LeÛn;Total;2009T3;10,85
Hombres;07 Castilla y LeÛn;Total;2009T2;12,75
Hombres;07 Castilla y LeÛn;Total;2009T1;12,16
Hombres;08 Castilla - La Mancha;Total;2020T1;13,6
Hombres;08 Castilla - La Mancha;Total;2019T4;12,31
Hombres;08 Castilla - La Mancha;Total;2019T3;12,25
Hombres;08 Castilla - La Mancha;Total;2019T2;12,77
Hombres;08 Castilla - La Mancha;Total;2019T1;11,6
Hombres;08 Castilla - La Mancha;Total;2018T4;11,89
Hombres;08 Castilla - La Mancha;Total;2018T3;12,96
Hombres;08 Castilla - La Mancha;Total;2018T2;14,01
Hombres;08 Castilla - La Mancha;Total;2018T1;15,51
Hombres;08 Castilla - La Mancha;Total;2017T4;15,53
Hombres;08 Castilla - La Mancha;Total;2017T3;14,59
Hombres;08 Castilla - La Mancha;Total;2017T2;18,47
Hombres;08 Castilla - La Mancha;Total;2017T1;18,43
Hombres;08 Castilla - La Mancha;Total;2016T4;18,62
Hombres;08 Castilla - La Mancha;Total;2016T3;19,63
Hombres;08 Castilla - La Mancha;Total;2016T2;19,84
Hombres;08 Castilla - La Mancha;Total;2016T1;21,76
Hombres;08 Castilla - La Mancha;Total;2015T4;21,2
Hombres;08 Castilla - La Mancha;Total;2015T3;20,64
Hombres;08 Castilla - La Mancha;Total;2015T2;22,57
Hombres;08 Castilla - La Mancha;Total;2015T1;25,73
Hombres;08 Castilla - La Mancha;Total;2014T4;24,87
Hombres;08 Castilla - La Mancha;Total;2014T3;25,62
Hombres;08 Castilla - La Mancha;Total;2014T2;25,77
Hombres;08 Castilla - La Mancha;Total;2014T1;27,91
Hombres;08 Castilla - La Mancha;Total;2013T4;26,55
Hombres;08 Castilla - La Mancha;Total;2013T3;27,23
Hombres;08 Castilla - La Mancha;Total;2013T2;27,89
Hombres;08 Castilla - La Mancha;Total;2013T1;28,27
Hombres;08 Castilla - La Mancha;Total;2012T4;26,31
Hombres;08 Castilla - La Mancha;Total;2012T3;25,55
Hombres;08 Castilla - La Mancha;Total;2012T2;26,26
Hombres;08 Castilla - La Mancha;Total;2012T1;25,11
Hombres;08 Castilla - La Mancha;Total;2011T4;22,65
Hombres;08 Castilla - La Mancha;Total;2011T3;20,6
Hombres;08 Castilla - La Mancha;Total;2011T2;20,65
Hombres;08 Castilla - La Mancha;Total;2011T1;19,62
Hombres;08 Castilla - La Mancha;Total;2010T4;19,54
Hombres;08 Castilla - La Mancha;Total;2010T3;17,69
Hombres;08 Castilla - La Mancha;Total;2010T2;19,73
Hombres;08 Castilla - La Mancha;Total;2010T1;19,91
Hombres;08 Castilla - La Mancha;Total;2009T4;17,51
Hombres;08 Castilla - La Mancha;Total;2009T3;16,71
Hombres;08 Castilla - La Mancha;Total;2009T2;17,83
Hombres;08 Castilla - La Mancha;Total;2009T1;16,72
Hombres;09 CataluÒa;Total;2020T1;9,94
Hombres;09 CataluÒa;Total;2019T4;9,97
Hombres;09 CataluÒa;Total;2019T3;10,31
Hombres;09 CataluÒa;Total;2019T2;10,97
Hombres;09 CataluÒa;Total;2019T1;11,12
Hombres;09 CataluÒa;Total;2018T4;10,91
Hombres;09 CataluÒa;Total;2018T3;10,48
Hombres;09 CataluÒa;Total;2018T2;10,91
Hombres;09 CataluÒa;Total;2018T1;11,49
Hombres;09 CataluÒa;Total;2017T4;11,85
Hombres;09 CataluÒa;Total;2017T3;11,7
Hombres;09 CataluÒa;Total;2017T2;12,33
Hombres;09 CataluÒa;Total;2017T1;14,22
Hombres;09 CataluÒa;Total;2016T4;13,91
Hombres;09 CataluÒa;Total;2016T3;13,91
Hombres;09 CataluÒa;Total;2016T2;14,37
Hombres;09 CataluÒa;Total;2016T1;16,26
Hombres;09 CataluÒa;Total;2015T4;16,53
Hombres;09 CataluÒa;Total;2015T3;16,72
Hombres;09 CataluÒa;Total;2015T2;18,2
Hombres;09 CataluÒa;Total;2015T1;19,9
Hombres;09 CataluÒa;Total;2014T4;20,16
Hombres;09 CataluÒa;Total;2014T3;18,99
Hombres;09 CataluÒa;Total;2014T2;20,35
Hombres;09 CataluÒa;Total;2014T1;23,07
Hombres;09 CataluÒa;Total;2013T4;22,29
Hombres;09 CataluÒa;Total;2013T3;23,24
Hombres;09 CataluÒa;Total;2013T2;24,07
Hombres;09 CataluÒa;Total;2013T1;25,34
Hombres;09 CataluÒa;Total;2012T4;24,65
Hombres;09 CataluÒa;Total;2012T3;22,89
Hombres;09 CataluÒa;Total;2012T2;22,81
Hombres;09 CataluÒa;Total;2012T1;22,42
Hombres;09 CataluÒa;Total;2011T4;20,7
Hombres;09 CataluÒa;Total;2011T3;20,35
Hombres;09 CataluÒa;Total;2011T2;18,47
Hombres;09 CataluÒa;Total;2011T1;19,56
Hombres;09 CataluÒa;Total;2010T4;19,1
Hombres;09 CataluÒa;Total;2010T3;17,97
Hombres;09 CataluÒa;Total;2010T2;18,2
Hombres;09 CataluÒa;Total;2010T1;19,12
Hombres;09 CataluÒa;Total;2009T4;18,18
Hombres;09 CataluÒa;Total;2009T3;16,52
Hombres;09 CataluÒa;Total;2009T2;16,98
Hombres;09 CataluÒa;Total;2009T1;17,15
Hombres;10 Comunitat Valenciana;Total;2020T1;12,97
Hombres;10 Comunitat Valenciana;Total;2019T4;11,86
Hombres;10 Comunitat Valenciana;Total;2019T3;11,44
Hombres;10 Comunitat Valenciana;Total;2019T2;12,08
Hombres;10 Comunitat Valenciana;Total;2019T1;11,8
Hombres;10 Comunitat Valenciana;Total;2018T4;12,56
Hombres;10 Comunitat Valenciana;Total;2018T3;13,49
Hombres;10 Comunitat Valenciana;Total;2018T2;14,13
Hombres;10 Comunitat Valenciana;Total;2018T1;15,84
Hombres;10 Comunitat Valenciana;Total;2017T4;14,77
Hombres;10 Comunitat Valenciana;Total;2017T3;16,3
Hombres;10 Comunitat Valenciana;Total;2017T2;16,13
Hombres;10 Comunitat Valenciana;Total;2017T1;18,71
Hombres;10 Comunitat Valenciana;Total;2016T4;17,49
Hombres;10 Comunitat Valenciana;Total;2016T3;18,39
Hombres;10 Comunitat Valenciana;Total;2016T2;19,06
Hombres;10 Comunitat Valenciana;Total;2016T1;20,69
Hombres;10 Comunitat Valenciana;Total;2015T4;20,33
Hombres;10 Comunitat Valenciana;Total;2015T3;21,3
Hombres;10 Comunitat Valenciana;Total;2015T2;22,32
Hombres;10 Comunitat Valenciana;Total;2015T1;23,69
Hombres;10 Comunitat Valenciana;Total;2014T4;22,62
Hombres;10 Comunitat Valenciana;Total;2014T3;24,9
Hombres;10 Comunitat Valenciana;Total;2014T2;25,45
Hombres;10 Comunitat Valenciana;Total;2014T1;27,1
Hombres;10 Comunitat Valenciana;Total;2013T4;26,23
Hombres;10 Comunitat Valenciana;Total;2013T3;27,28
Hombres;10 Comunitat Valenciana;Total;2013T2;27,27
Hombres;10 Comunitat Valenciana;Total;2013T1;27,55
Hombres;10 Comunitat Valenciana;Total;2012T4;27,25
Hombres;10 Comunitat Valenciana;Total;2012T3;27,32
Hombres;10 Comunitat Valenciana;Total;2012T2;27,38
Hombres;10 Comunitat Valenciana;Total;2012T1;27,47
Hombres;10 Comunitat Valenciana;Total;2011T4;25,05
Hombres;10 Comunitat Valenciana;Total;2011T3;23,74
Hombres;10 Comunitat Valenciana;Total;2011T2;22,65
Hombres;10 Comunitat Valenciana;Total;2011T1;23,37
Hombres;10 Comunitat Valenciana;Total;2010T4;22,2
Hombres;10 Comunitat Valenciana;Total;2010T3;23
Hombres;10 Comunitat Valenciana;Total;2010T2;23,52
Hombres;10 Comunitat Valenciana;Total;2010T1;23,01
Hombres;10 Comunitat Valenciana;Total;2009T4;22,81
Hombres;10 Comunitat Valenciana;Total;2009T3;22,27
Hombres;10 Comunitat Valenciana;Total;2009T2;20,53
Hombres;10 Comunitat Valenciana;Total;2009T1;18,29
Hombres;11 Extremadura;Total;2020T1;19,88
Hombres;11 Extremadura;Total;2019T4;19,26
Hombres;11 Extremadura;Total;2019T3;15,3
Hombres;11 Extremadura;Total;2019T2;15,36
Hombres;11 Extremadura;Total;2019T1;16,48
Hombres;11 Extremadura;Total;2018T4;18,56
Hombres;11 Extremadura;Total;2018T3;17,84
Hombres;11 Extremadura;Total;2018T2;19,67
Hombres;11 Extremadura;Total;2018T1;21,45
Hombres;11 Extremadura;Total;2017T4;21,22
Hombres;11 Extremadura;Total;2017T3;22,28
Hombres;11 Extremadura;Total;2017T2;21,9
Hombres;11 Extremadura;Total;2017T1;25,38
Hombres;11 Extremadura;Total;2016T4;24,27
Hombres;11 Extremadura;Total;2016T3;22,04
Hombres;11 Extremadura;Total;2016T2;23,49
Hombres;11 Extremadura;Total;2016T1;25,11
Hombres;11 Extremadura;Total;2015T4;23,68
Hombres;11 Extremadura;Total;2015T3;26,44
Hombres;11 Extremadura;Total;2015T2;26,28
Hombres;11 Extremadura;Total;2015T1;26,26
Hombres;11 Extremadura;Total;2014T4;27,28
Hombres;11 Extremadura;Total;2014T3;23,99
Hombres;11 Extremadura;Total;2014T2;27,14
Hombres;11 Extremadura;Total;2014T1;30,41
Hombres;11 Extremadura;Total;2013T4;29,5
Hombres;11 Extremadura;Total;2013T3;31,89
Hombres;11 Extremadura;Total;2013T2;32,47
Hombres;11 Extremadura;Total;2013T1;35,1
Hombres;11 Extremadura;Total;2012T4;31,59
Hombres;11 Extremadura;Total;2012T3;30,23
Hombres;11 Extremadura;Total;2012T2;31,12
Hombres;11 Extremadura;Total;2012T1;30,5
Hombres;11 Extremadura;Total;2011T4;25,87
Hombres;11 Extremadura;Total;2011T3;22,11
Hombres;11 Extremadura;Total;2011T2;21,24
Hombres;11 Extremadura;Total;2011T1;22,93
Hombres;11 Extremadura;Total;2010T4;21,5
Hombres;11 Extremadura;Total;2010T3;19,87
Hombres;11 Extremadura;Total;2010T2;19,99
Hombres;11 Extremadura;Total;2010T1;20,96
Hombres;11 Extremadura;Total;2009T4;17,73
Hombres;11 Extremadura;Total;2009T3;15,34
Hombres;11 Extremadura;Total;2009T2;17,22
Hombres;11 Extremadura;Total;2009T1;19,78
Hombres;12 Galicia;Total;2020T1;11,12
